Movie,Scene,Character,Dialogue,Sentiment_Score,Sentiment_Label,Emotion_Label
AMERICAN_PSYCHO,INT. CRAYONS - EARLY EVENING,EVELYN,"you're really serious, aren't you? yes, i am. do you have something against me, patrick? evelyn, i'm sorry. you're just not... terribly important to me. well, who is, patrick? who do you think is? what do youwant? i want it to be over. but what about our past? we never really shared one. you're inhuman. im ...in touch with humanity. no, no, no. i know my behaviour is ... erratic sometimes. she reaches desperately across the table, takes his hand and pulls it to her. bateman pulls his hand away.",-0.7914,Negative,Surprise
AMERICAN_PSYCHO,INT. CRAYONS - EARLY EVENING,EVELYN,if you really want to do something for me you can stop making this scene right now. you're so lousy. you are not... not what?,-0.7268,Negative,Disgust
AMERICAN_PSYCHO,INT. CRAYONS - EARLY EVENING,BATEMAN,"you are not all there. you don't add up. i do too. i do too add up. oh god, i can't believe this. i'm leaving now. i've assessed the situation and i'm going. where are you going? i'm just leaving. but where? i have to return some video tapes. he rushes out of the room.",0.2287,Positive,Surprise
AMERICAN_PSYCHO,EXT. TRIBECA STREET - EVENING,COP CAR,"here kitty, kitty. the small mangy cat rubs against him, he picks it up and walks toward an atm holding the cat. he puts his card in the machine. the screen reads feed me a stray cat. bateman begins to attempt to shove the kitten into the deposit slot with some difficulty. the kitten squeals. he takes a gun from out of his pocket and points it at the kitten. he doesn't notice the woman waiting behind him. oh my god! stop that! what are you doing? bateman wheels around and shoots her. she falls screaming to the floor. responding to the gunshot, a police car siren wails in the distance. bateman breaksinto a run. the police car screeches after him. halt. stop. put down your weapon. bateman ducks down an alley.",-0.8881,Negative,Surprise
AMERICAN_PSYCHO,EXT. STREET - NIGHT,COP CAR,halt. put down your weapon.,-0.296,Negative,Anger
AMERICAN_PSYCHO,INT. OFFICE BUILDING - NIGHT,NIGHT WATCHMAN,"burning the midnight oil, mr. smith? you forgot to sign in. bateman wheels around and shoots him. he runs toward the revolving doors. as he swings round in the doors he notices a janitor who has witnessed the shooting. he revolves back into the lobby and shoots the janitor. new angle he runs out of the building and across the street to pierce and pierce.",0.0258,Neutral,Surprise
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - NIGHT,BATEMAN,"harold, it's bateman. patrick bateman. you're my lawyer so i think you should know i've killed a lot of people. some escort girls, in an apartment uptown, some homeless people, maybe five or ten, an nyu girl i met in central park. i left her in a parking lot, near dunkin' donuts. i killed bethany, my old girlfriend, with a nail gun, and a man, some old faggot with a dog. last week i killed another girl with a chainsaw i had to, she almost got away. there was someone else there, maybe a model, i can't remember but she's dead too. and paul owen. i killed paul owen with an ax, in the face. his body is dissolving in a bathtub in hell's kitchen. i don't want to leave anything out here... i guess i've killed 20 people, maybe 40 i have tapes of a lot of it. some of the girls have seen the tapes, i even... well i ate some of their brains and i tried to cook a little. tonight i just, well i had to kill a lot of people and i'm not sure i'm going to get away with it this time i mean i guess i'm a pretty sick guy. so if you get back tomorrow, i may show up at harry's bar so, you know, keep your eyes open. bateman hangs up the phone. the helicopter search light circles back, briefly illuminating the room. the camera rises up over bateman huddled in the corner, staring blankly at the sky.",-0.9899,Negative,Sadness
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,KIMBALL,"no hash browns? not in the mood, i guess. but... everyone orders the hash browns here. i mean it's have you been here before? yes, of course. the hash browns are delicious.. i'm just... not... ordering them. suit yourself, i guess. pause. so, the night he disappeared? any new thoughts on what you did? i'm not really sure. i had a shower...and some sorbet? i think maybe you've got your dates mixed up. but how? where do you place paul that night? according to his date book, and this was verified by his secretary, he had dinner with ... marcus halberstam. and?",-0.4116,Negative,Surprise
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,KIMBALL,i've questioned him. marcus?,-0.1027,Negative,Surprise
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,BATEMAN,yes. and he denies it. though at first he couldn't be sure. but marcus denied it? yes.,-0.2098,Negative,Sadness
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,BATEMAN,"well,.does marcus have an alibi? yes.",0.4019,Positive,Neutral
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,KIMBALL,he does? you're sure? i checked it out. it's clean. oh.,0.6553,Positive,Surprise
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,KIMBALL,"now where were you? where was marcus? he wasn't with paul owen. so who was he with? he was at atlantis with craig mcdermott, frederick dibble, harry newman, george butner and",0.0,Neutral,Surprise
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,MCDERMOTT,"oh, right. of course.... we had wanted paul owen to come. but he said he had plans... i guess i had dinner with victoria... the following night. personally i think the guy went a little nutso. split town for a while. maybe he did go to london. sightseeing. drinking. whatever. anyway, i'm pretty sure he'll turn up sooner or later. i mean to think that one of his friends killed him, for no reason whatsoever would be too ridiculous. isn't that right, patrick? mcdermott stops by the table. kimball! how's the investigation? talking to bateman? don't believe a word he says. bateman, what's wrong with you? bateman looks at him in silence, panicking. you can't eat at smith and wollensky without ordering the hash browns. jesus bateman, you're a raving maniac. been at pierce pierce too long. no fucking hash browns...",-0.9638,Negative,Anger
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT BUILDING - DAY,MRS WOLFE,"what can i do for you, sir? of course. mrs. wolfe is up thereright now. mrs.... wolfe? the real estate agent? you do have an appointment, don't you? bateman steps out of the elevator and walks cautiously down the hallway. owen's door is open. the apartment is freshly painted, and has been immaculately redecorated in english country house style overstuffed sofas, lots of chintz. there are flowers everywhere, and a young yuppie couple stands admiring the place talking to the realtor, mrs. wolfe. bateman wanders down the hallway, looking for familiar signs. he stops at the closet where we last saw two dead girls hanging. he opens the door and the light switches on, but it is empty. mrs. wolfe approaches, smiling. are you my two o'clock? no.",-0.4784,Negative,Surprise
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT BUILDING - DAY,BATEMAN,can i help you? im looking for... paul owen's... place. she stares at him impassively. doesn't he live here?,0.4696,Positive,Surprise
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT BUILDING - DAY,BATEMAN,"no, he doesn't. are you sure? you saw the ad in the times? no. yes. i mean yes, i did. in the times. but... doesn't paul owen still, live here? there was no ad in the times. bateman is shaking as they continue to stare at each other. i think you should go now. but i think... i want to know what happened here. don't make any trouble. please. i suggest you go. bateman backs away slowly. don't come back. i won't... don't worry. mrs. wolfe glares at him as he walks down the hall, rattled, and gets into the elevator.",0.4652,Positive,Fear
AMERICAN_PSYCHO,EXT. DEPARTMENT STORE - DAY,GUY,"hey, kinsley.",0.0,Neutral,Neutral
AMERICAN_PSYCHO,EXT. DEPARTMENT STORE - DAY,GUY,"see you at fluties, okay? the guy walks away, utterly unfazed. bateman wanders down the street, banging his briefcase against walls, garbage cans, etc.",0.2263,Positive,Surprise
AMERICAN_PSYCHO,EXT. MIDTOWN PHONE BOOTH - DAY,JEAN,"patrick bateman's office. jean?' hello? jean? patrick? is that you? hello? jean, i need help i where are you? jean i'm not jean craig mcdermott called. he wants to meet you and david van patten and tim price at harry's for drinks. oh god, what did you say, you dumb bitch? patrick? i can't hear you. what am i doing? where are you? patrick, what's wrong?",-0.8105,Negative,Surprise
AMERICAN_PSYCHO,EXT. MIDTOWN PHONE BOOTH - DAY,BATEMAN,"i don't think i'm gonna make it, jean. pause. ...to the office this afternoon. why?",0.0,Neutral,Surprise
AMERICAN_PSYCHO,EXT. MIDTOWN PHONE BOOTH - DAY,CUT TO,"just...say...no! whatis it, patrick? are you alright? stop sounding so fucking sad! jesus! he hangs up. he throws the walkman which is around his neck into a nearby trash can, and wipes his face with his jacket.",-0.7276,Negative,Sadness
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - SAME DAY,ELIZABETH,those are sarah lawrence guys patrick. you're making me feel weird...,0.0,Neutral,Surprise
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,BATEMAN,"bateman, you're looking a little wildeyed rough day at the office? they all laugh. hey look price is back. and he's drinking perrier. he's a changed man. except...he still can't get a reservation to save his life. bateman sits down silently. why don't you try 150 wooster? just fucking call them. i'm not going anywhere unless we have a reservation. le cirque, flamingo east, oyster bar, come on, faggots just get a res. keep your shirt on. maybe lose the suspenders. bateman spots harold carnes at the bar, tenses. excuse me, gentleman. right back. he approaches carnes cautiously. face it the japanese will own most of this country by the end of the 90s. bateman approaches, trying to act casual shut up, carnes, they will not. carnes is surprised, turns around, looks vaguely confused.",-0.4983,Negative,Surprise
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,CARNES,"so harold, did you get my message? carnes lights a cigarette, stalling. then laughs. jesus, davis. yes. that was hilarious. that was you, wasn't it? yes, naturally. bateman killing owen and the escort girls? oh that's fabulous. that's rich. pause. it was a pretty long message, wasnt it? what exactly do you mean? the message you left. carnes is distracted, waving at people. by the way, davis, how is cynthia? you're still seeing her, right? but wait, harold, what do you mean? carnes isn't really listening. excuse me. nothing. good to see you. is that edward towers? he turns to go. carnes? wait.",0.566,Positive,Surprise
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,BATEMAN,"what are you talking about? bateman is what? oh christ. he can barely pick up an escort girl, let alone ... what was it you said he did to her? carnes looks around the club, raises his glass to a passing couple. he laughs politely. now, if you'll excuse me, i reallymust... wait. stop. you don't seem to understand. you're not really comprehending any of this. i killed him. i did it, carnes. i'm patrick bateman. i chopped owen's fucking head off. i tortured dozens of girls. the whole message i left on your machine was true. excuse me. i really must be going. no! listen, don't you know who i am? i'm not davis, i'm patrick bateman! i talk to you on the phone all the time! don't you recognize me? you're my lawyer. carnes stares at him in confusion and annoyance.",-0.9368,Negative,Anger
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,PRICE,"but that's simply not possible. and i don't find this funny anymore. it never was supposed to be! why isn't it possible? it's just not. why not, you stupid bastard? carnes stares at him. because i had dinner with paul owen twice in london... just ten days ago. no, you... didn't? now, if you'll excuse me. bateman returns back to his friends' table, in a daze. they are all looking at the television, where ronald reagan is giving a speech about iran contra. they are halfheartedly arguing about whether or not he's lying. how can he lie like that? how can he pull that shit? what shit? now where do we have reservations at? i mean i'm not really hungry, but i would like to have reservations somewhere.",0.9255,Positive,Surprise
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,PRICE,"he is totally harmless, you geek. was totally harmless. just like you are totally harmless. but he did do all that shit and you have failed to get us into 150, so you know, what can i say? i just don't see how someone, anyone, can appear that way and yet be involved in such total shit. how can you be so fucking, i don't know, cool about it? some guys are just born cool, i guess. bateman laughs at this. price shoots him a look. and bateman, what are you so fucking zany about? i'm just a happy camper. rockin' and a rollin'. rehab's done wonders for you, pal. working for unicef now? do you want another perrier, timothy? some seltzer water? oh brother. look he presents himself as a harmless old codger. but inside... pause. but inside...",-0.7057,Negative,Joy
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,PRICE,"but inside doesn't matter... the sounds of the bar return. inside? yes, inside? believe it or not, price, we're actually listening to you. bateman? come on, what do you think? bateman looks up and smiles at price. then shrugs. whatever.",0.8645,Positive,Neutral
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,BATEMAN V/O,"whose moronic idea was it to drink dry beers? i need a scotch. the sounds of the bar fade down. the following voice over runs over images of bateman and his friends ordering drinks, talking on portable phones, talking, laughing combined with images of other, very similar young men at other tables drinking, talking on portable phones, talking, laughing. there are no more barriers to cross. all i have in common with the uncontrollable and the insane, the vicious and the evil, all the mayhem i have caused and my utter indifference toward it, i have now surpassed...",-0.8271,Negative,Anger
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - DAY,BATEMAN V/O,my pain is constant and sharp and i do not hope for a better world for anyone. in fact i want my pain to be inflicted on others. i want no one to escape.,-0.8837,Negative,Sadness
AMERICAN_PSYCHO,INT. HARRY'S BAR - EARLY EVENING,CREDITS ROLL,"but even after admitting this, there is no catharsis. i gain no deeper knowledge about myself, no new knowledge can be extracted from my telling. there has been no reason for. me to tell you any of this. this confession has meant nothing... the camera moves up to a sign on the wall behind him 'this is not an exit'.",-0.6808,Negative,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,did you hear that? they've shut down the main reactor. we'll be destroyed for sure. this is madness!,-0.6239,Negative,Anger
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,we're doomed!,-0.6696,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,there'll be no escape for the princess this time.,-0.128,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,what's that?,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,i should have known better than to trust the logic of a halfsized thermocapsulary dehousing assister...,0.7351,Positive,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,hurry up! come with me! what are you waiting for?! get in gear!,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"artoo! artoodetoo, where are you?",0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,at last! where have you been?,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,they're heading in this direction. what are we going to do? we'll be sent to the spice mines of kessel or smashed into who knows what!,0.0,Neutral,Anger
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"wait a minute, where are you going?",0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,IMPERIAL OFFICER,the death star plans are not in the main computer.,-0.5994,Negative,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,VADER,where are those transmissions you intercepted?,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,REBEL OFFICER,we intercepted no transmissions. aaah... this is a consular ship. were on a diplomatic mission.,-0.296,Negative,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,VADER,if this is a consular ship... where is the ambassador?,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,VADER,"commander, tear this ship apart until you've found those plans and bring me the ambassador. i want her alive!",0.4926,Positive,Anger
SW_EpisodeIV,UNKNOWN_SCENE,TROOPER,there she is! set for stun!,0.0,Neutral,Anger
SW_EpisodeIV,UNKNOWN_SCENE,TROOPER,she'll be all right. inform lord vader we have a prisoner.,-0.5423,Negative,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"hey, you're not permitted in there. it's restricted. you'll be deactivated for sure..",-0.3818,Negative,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"don't call me a mindless philosopher, you overweight glob of grease! now come out before somebody sees you.",-0.0992,Negative,Anger
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,secret mission? what plans? what are you talking about? i'm not getting in there!,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,i'm going to regret this.,-0.4215,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,CHIEF PILOT,there goes another one.,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,CAPTAIN,hold your fire. there are no life forms. it must have been shortcircuited.,-0.5574,Negative,Anger
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"that's funny, the damage doesn't look as bad from out here.",0.3716,Positive,Joy
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,are you sure this things safe?,0.6369,Positive,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,WOMAN,i've told you kids to slow down!,0.0,Neutral,Anger
SW_EpisodeIV,UNKNOWN_SCENE,FIXER,did i hear a young noise blast through here?,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,CAMIE,it was just wormie on another rampage.,0.0,Neutral,Anger
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,shape it up you guys!... biggs?,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,i didn't know you were back! when did you get in?,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,"just now. i wanted to surprise you, hot shot. i thought you'd be here... certainly didn't expect you to be out working.",0.5423,Positive,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,"the academy didn't change you much... but you're back so soon? hey, what happened, didn't you get your commission?",0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,of course i got it. signed aboard the rand ecliptic last week. first mate biggs darklighter at your service...... i just came back to say goodbye to all you unfortunate landlocked simpletons.,-0.4404,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,i almost forgot. there's a battle going on! right here in our system. come and look!,-0.4442,Negative,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,DEAK,not again! forget it.,0.2401,Positive,Anger
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,there they are!,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,"that's no battle, hot shot... they're just sitting there! probably a freightertanker refueling.",-0.6239,Negative,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,but there was a lot of firing earlier...,-0.4767,Negative,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,"hey, easy with those...",0.4404,Positive,Joy
SW_EpisodeIV,UNKNOWN_SCENE,CAMIE,"don't worry about it, wormie.",0.3412,Positive,Fear
SW_EpisodeIV,UNKNOWN_SCENE,FIXER,"i keep telling you, the rebellion is a long way from here. i doubt if the empire would even fight to keep this system. believe me luke, this planet is a big hunk of nothing...",-0.6808,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,LEIA,"lord vader, i should have known. only you could be so bold. the imperial senate will not sit stillfor this, when they hear you've attacked a diplomatic...",0.0941,Positive,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,VADER,"don't play games with me, your highness. you weren't on any mercy mission this time. you passed directly through a restricted system. several transmissions were beamed to this ship by rebel spies. i want to know what happened to the plans they sent you.",-0.7224,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,LEIA,i don't know what you're talking about. i'm a member of the imperial senate on a diplomatic mission to alderaan...,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,VADER,you're a part of the rebel alliance... and a traitor. take her away!,-0.2244,Negative,Anger
SW_EpisodeIV,UNKNOWN_SCENE,COMMANDER,"holding her is dangerous. if word of this gets out, it could generate sympathy for the rebellion in the senate.",-0.2732,Negative,Fear
SW_EpisodeIV,UNKNOWN_SCENE,VADER,i have traced the rebel spies to her. now she is my only link to find their secret base!,-0.2244,Negative,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,COMMANDER,you anything.,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,VADER,leave that to me. send a distress signal and then inform the senate that all aboard were killed!,-0.8516,Negative,Fear
SW_EpisodeIV,UNKNOWN_SCENE,SECOND OFFICER,"lord vader, the battle station plans are not aboard this ship! and no transmissions were made. an escape pod was jettisoned during the fighting, but no life forms were aboard.",-0.7219,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,VADER,"she must have hidden the plans in the escape pod. send a detachment down to retrieve them. see to it personally, commander. there'll be no one to stop us this time.",-0.4019,Negative,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,COMMANDER,"yes, sir.",0.4019,Positive,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,how did i get into this mess? i really don't know how. we seem to be made to suffer. it's our lot in life.,-0.7488,Negative,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,i've got to rest before i fall apart. my joints are almost frozen.,0.0,Neutral,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,what a desolate place this is.,0.0,Neutral,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,where are you going?,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"well, i'm not going that way. it's much too rocky. this way is much easier.",0.5994,Positive,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,what makes you think there are settlements over there?,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,don't get technical with me.,0.0,Neutral,Anger
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"what mission? what are you talking about? i've had just about enough of you! go that way! you'll be malfunctioning within a day, you nearsighted scrap pile!",0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"and don't let me catch you following me begging for help, because you won't get it.",0.4019,Positive,Anger
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,no more adventures. i'm not going that way.,0.1263,Positive,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"that malfunctioning little twerp. this is all his fault! he tricked me into going this way, but he'll do no better.",-0.1007,Negative,Anger
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"wait, what's that? a transport! i'm saved!",0.5242,Positive,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"over here! help! please, help!",0.8213,Positive,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,"... so i cut off my power, shut down the afterburners and came in low on deak's trail. i was so close i thought i was going to fry my instruments. as it was i busted up the skyhopper pretty bad. uncle owen was pretty upset. he grounded me for the rest of the season. you should have been there... it was fantastic.",0.1045,Positive,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,"you ought to take it a little easy luke. you may be the hottest bushpilot this side of mos eisley, but those little skyhoppers are dangerous. keep it up, and one day, whammo, you're going to be nothing more than a dark spot on the down side of a canyon wall.",-0.4499,Negative,Fear
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,look who's talking. now that you've been around those giant starships you're beginning to sound like my uncle. you've gotten soft in the city...,0.3612,Positive,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,i've missed you kid.,-0.296,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,"well, things haven't been the same since you left, biggs. it's been so...quiet.",0.2732,Positive,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,"luke, i didn't come back just to say goodbye... i shouldn't tell you this, but you're the only one i can trust... and if i don't come back, i want somebody to know.",-0.0857,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,what are you talking about?,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,"i made some friends at the academy. ... when our frigate goes to one of the central systems, we're going to jump ship and join the alliance...",0.6486,Positive,Joy
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,join the rebellion?! are you kidding! how?,0.549,Positive,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,quiet down will ya! you got a mouth bigger than a meteor crater!,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,i'm sorry. i'm quiet. listen how quiet i am. you can barely hear me...,-0.0772,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,my friend has a friend on bestine who might help us make contact.,0.8442,Positive,Joy
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,around forever trying to find them.,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,"i know it's a long shot, but if i don't find them i'll do what i can on my own... it's what we always talked about. luke, i'm not going to wait for the empire to draft me into service. the rebellion is spreading and i want to be on the right side the side i believe in.",-0.0772,Negative,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,and i'm stuck here...,-0.25,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,i thought you were going to the academy next term. you'll get your chance to get off this rock.,0.25,Positive,Joy
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,not likely! i had to cancel my application. there has been a lot of unrest among the sand people since you left... they've even raided the outskirts of anchorhead.,-0.3164,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,your uncle could hold off a whole colony of sand people with one blaster.,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,"i know, but he's got enough vaporators going to make the place pay off. he needs me for just one more season. i can't leave him now.",0.0045,Neutral,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,"i feel for you, luke, you're going to have to learn what seems to be important or what really is important. what good is all your uncle's work if it's taken over by the empire?... you know they're starting to nationalize commerce in the central systems...it won't be long before your uncle is merely a tenant, slaving for the greater glory of the empire.",0.8885,Positive,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,it couldn't happen here. you said it yourself. the empire won't bother with this rock.,0.2584,Positive,Anger
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,things always change.,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,i wish i was going... are you going to be around long?,0.4019,Positive,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,"no, i'm leaving in the morning...",-0.296,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,then i guess i won't see you.,0.0,Neutral,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,maybe someday... i'll keep a lookout.,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,"well, i'll be at the academy next season... after that who knows. i won't be drafted into the imperial starfleet that's for sure... take care of yourself, you'll always be the best friend i've got.",0.9136,Positive,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,BIGGS,"so long, luke.",0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,artoodetoo! it's you! it's you!,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,FIRST TROOPER,someone was in the pod. the tracks go off in this direction.,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,SECOND TROOPER,"look, sir droids.",0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,wake up! wake up!,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,we're doomed.,-0.6369,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,do you think they'll melt us down?,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,don't shoot! don't shoot! will this never end?,0.5656,Positive,Anger
SW_EpisodeIV,UNKNOWN_SCENE,BERU,"luke, tell owen that if he gets a translator to be sure it speaks bocce.",0.3182,Positive,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,LUKE,it looks like we don't have much of a choice but i'll remind him.,0.1901,Positive,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,OWEN,i have no need for a protocol droid.,-0.296,Negative,Sadness
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,sir not in an environment such as this that's why i've also been programmed for over thirty secondary functions that...,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,OWEN,what i really need is a droid that understands the binary languages of moisture vaporators.,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,vaporators! sir my first job was programming binary load lifters... very similar to your vaporators. you could say...,0.0,Neutral,Surprise
SW_EpisodeIV,UNKNOWN_SCENE,OWEN,do you speak bocce?,0.0,Neutral,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"of course i can, sir. it's like a second language for me... i'm as fluent in bocce...",0.3612,Positive,Neutral
SW_EpisodeIV,UNKNOWN_SCENE,OWEN,all right shut up! i'll take this one.,0.0,Neutral,Anger
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,"shutting up, sir.",0.0,Neutral,Anger
SW_EpisodeIV,UNKNOWN_SCENE,OWEN,"luke, take these two over to the garage, will you? i want you to have both of them cleaned up before dinner.",0.0772,Positive,Neutral
